"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"19583",0,0,0,0,0,0,3,0,0,0,0,0,8,9,10,8,8,9,9,10
"19584",0,6,8,0,4,0,0,0,0,0,6,0,9,8,0,0,0,0,0,6
"19585",0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"19586",0,0,0,0,0,0,0,0,0,0,8,7,12,0,0,0,0,0,0,3
"19587",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"19588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19589",13,9,12,8,0,7,3,0,0,0,7,6,15,13,0,5,0,15,13,8
"19590",0,0,0,0,0,10,5,10,0,7,0,0,0,3,0,0,0,10,10,6
"19591",0,0,0,0,0,0,0,0,0,7,4,5,14,4,0,0,0,3,0,0
"19592",0,0,6,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"19593",0,0,0,7,6,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"19594",8,13,10,6,7,14,13,9,13,6,0,3,0,13,8,12,4,0,0,7
"19595",0,0,0,0,3,8,6,0,8,0,0,0,7,7,9,8,0,0,0,0
"19596",0,0,0,0,0,0,3,11,11,4,0,0,0,0,0,8,13,9,0,12
"19597",0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,4,3,11,0
"19598",0,0,0,2,0,10,0,9,0,0,0,0,0,0,5,0,0,0,0,0
"19599",8,0,8,10,9,11,7,0,0,0,0,0,0,0,10,8,8,14,10,3
"19600",7,5,0,0,0,0,0,0,9,7,10,9,12,6,8,7,0,0,0,0
"19601",5,0,6,13,11,10,6,5,9,0,0,0,0,0,0,0,6,6,7,9
"19602",0,0,0,5,8,0,7,9,12,9,0,0,0,2,11,8,10,5,0,0
"19603",0,0,0,0,0,0,0,7,9,0,7,0,0,6,9,9,6,0,0,0
"19604",0,4,0,0,0,0,0,0,0,8,0,0,0,6,7,0,5,5,5,1
"19605",0,5,0,0,0,0,0,0,0,0,0,11,12,0,0,9,0,9,11,7
"19606",8,6,5,9,7,0,0,0,0,4,0,0,3,8,10,9,8,3,0,4
"19607",5,6,4,2,8,4,0,4,0,0,0,0,8,0,1,4,11,6,6,0
"19608",0,0,0,0,0,0,0,0,8,11,9,12,11,4,0,0,0,0,0,0
"19609",6,8,0,0,0,0,0,0,9,0,5,0,10,6,8,10,7,0,0,0
"19610",0,0,0,0,10,11,7,7,8,8,0,0,0,3,3,8,8,8,0,0
"19611",0,0,0,8,8,0,0,0,0,0,8,0,5,3,0,0,0,4,4,7
"19612",0,5,6,7,10,11,10,13,14,10,0,0,0,0,0,0,0,4,3,0
"19613",4,7,6,12,10,0,0,0,0,0,10,6,9,4,0,6,11,7,7,0
"19614",0,6,3,12,5,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0
"19615",0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0
"19616",0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,6,10,5,7,9
"19617",0,0,0,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0
"19618",0,0,6,7,14,9,15,13,10,10,0,0,0,0,0,7,9,4,0,6
"19619",0,0,0,0,0,8,11,9,0,0,11,10,0,0,0,0,4,0,0,0
"19620",0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,3,11,5,4,0
"19621",0,7,0,6,0,6,6,0,0,0,8,6,0,0,0,0,0,0,0,0
"19622",3,0,0,0,0,0,0,0,13,11,7,8,0,0,0,9,10,0,4,9
"19623",7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"19624",5,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,9,4,0,7
"19625",1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"19626",0,0,0,4,5,0,10,0,0,0,12,5,0,0,0,10,13,0,0,0
"19627",0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0
"19628",0,0,7,0,9,0,7,0,11,11,0,0,3,7,0,5,0,0,0,0
"19629",0,0,0,0,0,0,7,10,0,7,0,0,8,0,6,0,0,0,0,0
"19630",0,0,0,0,4,0,0,0,10,7,0,0,7,11,10,9,0,0,0,0
"19631",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,9,5,8,11
"19632",10,7,7,5,0,7,0,0,0,5,6,9,8,5,7,0,12,0,0,0
"19633",5,0,0,9,9,4,8,0,8,0,0,11,6,0,0,7,14,6,11,9
"19634",0,0,0,7,7,6,0,0,9,6,0,14,0,8,9,7,14,7,11,6
"19635",0,0,0,12,11,6,0,0,0,0,0,0,0,0,8,8,11,5,11,10
"19636",10,9,10,10,7,7,0,0,0,0,0,0,0,0,0,7,0,3,5,12
"19637",0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,2,0,0,0,0
"19638",6,0,0,0,8,7,6,0,3,9,10,9,8,6,0,7,0,0,0,0
"19639",6,11,11,13,9,10,12,10,0,0,11,0,0,0,0,0,0,0,0,0
"19640",8,7,2,9,6,0,0,0,0,0,5,0,3,0,0,7,10,0,0,0
"19641",0,4,12,7,0,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0
"19642",0,0,0,0,0,5,13,8,10,6,0,3,0,0,9,10,13,0,6,5
"19643",8,9,6,0,0,0,0,9,7,0,5,0,0,0,0,0,0,0,10,7
"19644",0,8,6,4,0,0,0,0,7,3,9,6,0,0,0,0,0,0,0,0
"19645",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,7,6,4
"19646",0,0,0,0,0,0,0,0,10,7,14,10,8,9,9,5,0,0,0,0
"19647",0,6,5,0,0,0,0,0,0,0,8,5,3,0,6,0,0,0,0,0
"19648",0,8,10,5,10,8,13,14,9,0,0,7,0,11,6,0,0,0,0,0
"19649",0,0,0,0,0,0,0,0,0,0,5,5,3,0,9,0,0,0,0,0
"19650",0,0,0,0,0,6,0,6,6,0,0,0,0,8,8,9,0,4,0,0
"19651",0,0,0,3,7,7,6,0,0,0,0,0,0,8,10,12,0,0,0,0
"19652",13,6,8,5,0,0,0,0,0,0,0,10,8,7,8,0,0,0,0,0
"19653",0,0,9,8,7,9,0,0,0,0,12,10,10,15,12,12,15,6,8,0
"19654",0,6,13,2,7,0,0,0,0,0,7,7,0,0,0,0,4,0,0,6
"19655",0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"19656",6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"19657",6,0,0,0,0,0,0,8,0,8,0,0,0,8,0,5,7,0,0,6
"19658",12,5,10,9,8,0,0,8,0,0,13,5,12,7,0,0,1,0,0,0
"19659",0,0,0,3,0,0,11,8,3,9,16,12,13,0,4,5,8,12,0,0
"19660",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,12,10,13
"19661",0,0,0,0,0,0,0,0,4,0,0,0,13,12,13,13,15,16,0,12
"19662",3,4,0,0,0,0,0,0,0,0,8,14,12,10,0,0,7,8,0,7
"19663",11,7,5,0,7,0,0,0,7,9,7,0,6,0,0,0,0,9,12,9
"19664",0,0,0,0,0,6,0,0,0,0,0,0,8,11,6,0,0,11,13,6
"19665",0,0,7,7,0,0,0,0,0,0,10,9,0,0,0,0,7,0,11,8
"19666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19667",0,5,0,0,0,0,0,0,0,0,10,5,6,0,0,0,13,13,4,0
"19668",0,0,11,3,4,0,5,7,0,0,0,6,0,0,5,0,0,8,11,5
"19669",0,0,0,3,9,0,10,5,0,0,5,0,0,0,0,0,0,0,0,0
"19670",10,0,0,0,0,0,8,9,8,7,0,0,0,0,4,6,0,0,0,0
"19671",0,0,0,0,0,0,5,8,0,6,6,11,12,0,0,9,7,0,0,0
"19672",0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,14,9,0,0,0
"19673",10,8,13,0,0,9,2,0,0,0,0,0,0,6,0,0,0,0,0,0
"19674",10,8,0,0,0,0,0,0,5,5,0,0,5,11,7,8,0,10,0,0
"19675",11,0,0,6,4,8,7,0,0,0,13,0,0,0,6,11,4,10,9,8
"19676",12,8,17,13,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,10
"19677",0,5,14,4,0,0,0,0,0,0,0,0,3,0,0,8,6,4,0,0
"19678",7,3,15,16,8,10,13,7,3,7,5,6,0,0,0,0,0,6,10,7
"19679",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"19680",0,4,0,0,0,0,0,6,0,0,0,8,0,0,3,4,4,6,10,6
"19681",14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19682",0,0,4,9,0,7,9,10,8,4,0,0,6,0,3,9,0,0,0,0
"19683",10,11,15,15,6,6,6,13,5,0,6,7,9,3,3,6,7,8,17,5
"19684",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,9,4,0,8
"19685",0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,11,5,0,0,0
"19686",0,0,0,8,0,0,0,7,8,2,7,0,0,0,0,0,5,0,6,0
"19687",0,0,8,13,9,6,0,0,0,3,0,0,0,5,0,8,14,9,13,7
"19688",10,0,0,0,0,0,0,0,7,8,3,8,0,0,0,0,0,0,0,0
"19689",6,7,10,10,9,0,6,10,7,0,6,8,0,0,0,9,6,4,10,10
"19690",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"19691",0,0,0,6,0,0,0,0,0,0,0,7,0,0,5,0,6,0,0,0
"19692",14,11,12,0,0,0,9,0,4,6,0,0,0,0,2,6,7,0,9,12
"19693",0,0,0,0,8,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"19694",8,7,0,0,0,0,0,0,6,8,2,0,0,3,5,0,0,0,0,0
"19695",0,0,0,0,0,0,11,0,0,1,0,0,6,3,10,8,4,6,12,7
"19696",10,4,0,0,0,5,5,6,5,6,0,0,0,0,0,9,10,1,11,16
"19697",0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,17
"19698",0,0,7,0,0,10,0,0,0,0,9,12,7,0,6,11,8,0,0,0
"19699",0,0,0,0,0,0,10,11,12,9,6,11,7,4,3,11,12,6,0,6
"19700",0,7,9,0,0,0,13,16,6,8,0,0,10,12,12,10,5,8,11,0
"19701",8,13,6,0,0,0,0,0,4,0,0,7,11,0,0,0,0,4,0,4
"19702",0,0,0,0,0,0,0,4,6,8,0,0,10,0,0,0,0,0,9,7
"19703",6,0,0,0,0,0,0,0,8,5,0,0,0,0,0,4,8,0,13,9
"19704",8,0,9,0,5,9,0,0,0,0,9,0,0,0,0,0,6,0,0,3
"19705",10,0,0,0,0,5,2,0,6,3,0,5,7,5,6,5,11,0,0,0
"19706",0,0,0,0,0,0,0,0,0,7,10,4,0,3,8,9,10,14,15,10
"19707",13,10,13,9,5,0,4,5,11,0,0,6,0,0,0,0,8,6,6,5
"19708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,9,9
"19709",7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,5,0,9,0
"19710",4,0,0,2,0,6,5,0,0,4,0,0,0,0,7,3,8,16,10,7
"19711",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"19712",0,0,8,3,7,0,6,0,0,0,0,0,10,7,6,9,11,13,9,8
"19713",0,0,5,5,0,0,2,6,8,7,0,0,9,2,0,0,0,0,0,0
"19714",9,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
"19715",0,6,16,12,13,9,3,0,0,6,0,0,4,6,7,0,10,0,0,3
"19716",9,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,6,7,9,9
"19717",5,9,12,10,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"19718",12,13,15,6,0,0,3,0,0,6,10,9,8,4,5,0,8,9,11,7
"19719",0,0,0,0,2,0,0,0,5,0,8,4,0,0,0,0,0,0,0,0
"19720",9,8,0,0,7,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"19721",0,0,0,5,9,9,6,0,0,0,0,1,0,2,5,5,10,6,0,6
"19722",0,5,0,0,0,0,0,0,0,4,10,3,8,0,3,1,0,0,0,0
"19723",0,0,0,0,4,6,3,0,0,7,0,7,0,0,12,6,14,0,12,5
"19724",0,0,0,0,0,0,0,0,0,0,12,10,10,3,0,0,7,0,9,0
"19725",8,7,9,7,14,4,5,9,0,0,6,3,0,0,6,4,15,11,9,0
"19726",11,11,0,9,0,0,0,0,0,0,7,9,6,0,0,11,7,8,6,13
"19727",0,0,0,7,8,0,5,12,9,8,5,6,9,11,5,9,2,0,0,0
"19728",10,12,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19729",11,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,13
"19730",0,0,0,0,0,0,5,12,7,0,0,0,13,12,0,0,0,0,0,0
"19731",0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,12,9,13,0,0
"19732",8,8,0,0,0,0,0,0,0,0,9,7,4,9,3,0,9,4,6,0
"19733",7,6,0,0,0,0,1,0,0,0,9,10,0,6,0,0,4,0,0,0
"19734",7,0,0,0,6,10,10,10,11,12,7,9,6,7,2,13,8,10,5,5
"19735",0,0,6,9,5,0,0,0,0,7,0,0,0,0,0,0,3,14,11,11
"19736",0,0,0,0,0,0,0,10,7,0,0,0,0,0,4,10,6,2,12,12
"19737",10,14,3,0,0,0,0,0,0,9,0,7,6,7,0,0,0,13,0,17
"19738",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0
"19739",0,0,0,6,0,0,0,9,12,6,8,9,0,0,0,0,4,0,0,0
"19740",10,0,0,7,1,0,0,0,0,0,0,0,5,0,0,9,3,0,5,0
"19741",0,0,0,0,0,4,0,0,11,10,0,0,0,0,0,0,0,0,0,0
"19742",0,5,3,5,0,0,0,15,14,4,0,3,8,7,4,0,0,0,0,8
"19743",0,0,0,0,4,7,5,0,0,0,8,5,7,6,6,10,8,0,0,12
"19744",0,0,0,0,3,4,0,0,0,0,0,10,7,7,0,6,0,0,0,0
"19745",6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"19746",0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14,9,15,17,15
"19747",0,0,0,0,5,8,5,0,0,0,1,0,0,7,0,10,6,7,0,0
"19748",0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,9,8,6,9
"19749",8,7,0,13,9,5,5,0,0,4,12,12,8,7,0,0,0,0,0,0
"19750",0,0,0,0,0,5,5,0,11,8,0,3,0,0,0,0,0,0,0,0
"19751",14,6,0,0,0,0,0,10,10,10,0,0,4,0,0,0,0,0,0,0
"19752",0,6,15,5,6,0,0,0,0,0,0,0,0,5,6,0,0,0,4,0
"19753",0,5,0,0,0,0,0,0,0,0,8,0,11,5,0,0,0,0,2,0
"19754",8,7,0,0,5,8,7,6,0,0,7,11,6,7,7,4,11,9,8,7
"19755",8,0,0,0,9,7,2,0,0,0,2,0,0,4,8,0,0,0,0,4
"19756",7,5,10,2,0,6,6,5,10,0,7,0,0,9,9,7,12,7,8,9
"19757",9,0,0,3,9,0,0,0,5,4,5,6,0,0,0,0,0,0,9,8
"19758",0,0,0,4,5,0,5,10,10,8,11,12,9,0,0,0,8,0,0,0
"19759",12,0,0,0,0,10,9,13,11,10,0,7,0,0,8,0,0,0,6,6
"19760",0,0,0,0,0,0,0,8,9,0,11,7,0,0,0,5,0,0,0,0
"19761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,0,6
"19762",11,11,13,5,16,8,7,6,0,0,0,0,0,0,0,0,0,4,9,5
"19763",0,4,0,0,12,7,0,0,9,0,9,7,11,4,0,3,0,0,0,0
"19764",0,0,0,0,0,2,4,7,11,5,0,0,0,0,0,3,5,8,6,6
"19765",12,0,0,0,5,0,0,0,12,11,10,5,0,0,0,0,3,6,4,0
"19766",0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,8,8,6,0
"19767",0,4,10,0,0,4,0,6,0,0,0,0,6,0,0,0,0,0,0,5
"19768",0,0,0,0,0,10,12,9,7,0,8,7,10,6,8,9,9,0,0,0
"19769",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,5,6,8,0
"19770",12,3,0,0,0,0,0,5,4,10,0,0,9,6,0,0,0,0,0,0
"19771",8,8,12,8,12,5,7,10,0,7,0,0,12,11,9,0,6,4,7,0
"19772",10,0,0,0,0,4,0,4,7,0,5,9,9,4,0,5,0,0,6,8
"19773",11,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,5,0,0,0
"19774",8,0,7,0,9,0,0,0,0,5,6,9,0,0,0,0,0,0,6,0
"19775",0,0,0,0,0,8,4,8,6,12,0,0,6,0,0,0,0,0,2,6
"19776",9,11,5,8,12,8,5,0,0,0,0,0,0,0,0,0,7,10,5,0
"19777",10,10,6,0,3,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0
"19778",18,8,7,9,9,0,5,0,0,10,6,8,11,7,8,3,0,0,0,0
"19779",0,0,0,0,0,0,7,7,7,4,0,0,0,11,0,0,0,7,4,5
"19780",5,3,6,9,9,13,0,0,0,0,0,7,15,14,7,8,6,7,4,5
"19781",6,0,0,0,0,0,0,0,0,0,11,7,7,0,5,0,7,9,6,3
"19782",7,0,2,5,0,6,0,0,0,0,0,8,13,12,4,0,0,9,4,0
"19783",0,0,0,6,4,0,0,7,5,0,5,6,0,0,9,8,7,8,0,0
"19784",0,0,0,0,0,0,0,8,0,10,12,17,10,0,0,0,0,0,0,0
"19785",0,10,8,8,13,8,0,9,7,13,0,0,0,0,0,0,0,0,0,5
"19786",0,0,0,0,0,0,0,0,6,11,0,8,10,12,7,0,0,0,0,0
"19787",5,0,5,0,0,0,0,0,0,8,0,0,0,0,3,6,0,0,0,0
"19788",12,6,4,0,0,0,0,0,0,0,10,0,7,7,0,0,0,0,7,8
"19789",0,0,8,7,13,11,14,10,0,0,0,0,0,9,0,6,0,0,0,0
"19790",8,4,3,7,5,5,0,7,0,3,8,0,0,9,7,4,0,0,0,0
"19791",0,0,5,7,0,0,0,10,8,0,0,6,0,0,0,0,0,4,0,0
"19792",0,0,8,0,0,0,0,0,5,0,0,8,11,0,8,10,9,10,0,7
"19793",8,4,0,6,5,9,12,15,7,13,0,0,0,0,0,0,0,0,0,0
"19794",11,0,3,0,0,7,8,18,11,12,5,9,7,7,0,0,0,0,4,0
"19795",6,4,9,3,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0
"19796",7,0,0,0,0,0,0,0,0,7,0,7,7,12,0,0,0,0,0,0
"19797",0,0,0,0,0,0,0,0,0,0,0,6,13,16,7,9,0,0,0,6
"19798",0,13,5,6,0,5,0,0,0,0,0,0,0,0,0,0,7,8,0,0
"19799",0,0,0,0,0,0,0,8,2,10,5,0,7,0,0,0,0,5,7,0
"19800",10,7,8,6,0,0,0,0,0,0,0,4,0,12,0,0,6,0,0,0
"19801",0,0,0,0,0,0,0,0,0,0,10,10,0,5,0,0,0,0,4,7
"19802",6,7,14,14,0,0,0,0,0,3,0,0,7,11,0,0,0,0,0,0
"19803",6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19804",9,0,0,3,0,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0
"19805",0,0,0,0,0,8,8,5,5,8,3,2,0,0,0,13,12,19,6,3
"19806",0,2,11,9,0,0,0,0,4,5,0,0,3,9,11,11,0,0,0,0
"19807",0,3,0,0,0,0,0,0,0,0,8,8,6,9,15,8,0,0,0,0
"19808",0,0,10,0,0,0,0,0,5,9,7,5,3,0,5,12,0,0,0,12
"19809",10,6,0,0,5,0,0,0,0,0,4,0,5,8,0,0,0,9,0,0
"19810",0,0,0,0,0,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0
"19811",10,5,6,0,0,6,3,3,5,0,0,0,4,12,8,10,11,11,4,0
"19812",0,4,7,10,7,10,7,0,6,0,4,0,8,10,17,11,12,11,6,0
"19813",10,10,9,8,5,0,2,7,0,4,0,0,0,4,0,0,0,0,4,0
"19814",8,6,8,8,0,10,6,8,5,0,0,0,0,0,9,14,10,7,5,7
"19815",8,8,8,0,8,10,7,7,9,6,0,0,0,4,0,0,0,10,3,0
"19816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,5
"19817",9,7,9,6,0,10,13,6,5,0,5,0,0,7,0,0,0,0,9,10
"19818",13,0,2,8,0,4,7,13,8,0,0,0,0,0,0,0,0,0,0,4
"19819",0,0,0,17,11,9,8,8,0,0,2,0,0,0,0,0,10,11,11,11
"19820",0,0,0,11,8,0,0,0,0,0,6,11,11,9,7,0,8,14,6,5
"19821",13,6,9,10,8,10,0,0,0,0,0,0,3,6,7,8,0,6,0,0
"19822",0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,10,7,0,0,0
"19823",10,6,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,7,0,8
"19824",0,3,8,0,0,0,0,0,5,0,8,0,0,8,0,0,0,0,0,0
"19825",0,8,14,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0
"19826",7,12,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"19827",0,6,0,6,10,9,10,0,0,0,9,6,0,0,0,0,0,0,0,0
"19828",0,9,10,12,16,7,0,0,0,0,0,0,0,7,0,0,0,6,0,0
"19829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11
"19830",0,0,0,0,5,3,7,7,0,0,8,4,8,10,9,0,8,11,15,9
"19831",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
"19832",4,18,14,11,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0
"19833",0,6,0,0,9,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0
"19834",6,13,10,11,11,0,0,0,0,0,4,0,0,0,7,0,0,8,0,16
"19835",7,0,6,0,0,7,7,11,0,0,0,0,0,9,11,11,10,0,0,0
"19836",0,0,0,0,0,7,11,9,0,11,9,5,0,0,0,0,0,0,10,10
"19837",0,0,0,6,11,0,0,10,1,0,0,3,0,13,9,8,8,7,17,12
"19838",12,15,15,8,6,0,4,6,13,10,0,7,5,8,0,0,6,4,0,0
"19839",3,0,0,0,6,0,7,0,0,0,6,0,0,9,8,10,12,9,13,13
"19840",0,0,0,0,0,0,10,13,12,10,0,5,0,8,8,9,9,0,13,14
"19841",0,0,0,0,4,5,9,10,0,0,6,7,5,12,7,0,0,9,6,5
"19842",0,4,0,0,0,0,8,9,7,10,4,4,2,4,0,0,7,10,7,0
"19843",2,6,0,8,13,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"19844",9,14,13,0,0,8,9,0,7,0,9,5,7,0,0,7,0,0,0,0
"19845",0,0,0,0,0,0,10,12,0,8,7,5,0,0,0,0,0,0,0,0
"19846",6,13,13,13,17,6,10,11,7,0,0,0,0,0,7,9,7,0,0,0
"19847",0,0,0,0,0,5,14,9,7,0,0,0,0,0,10,10,6,5,14,7
"19848",0,0,5,0,9,4,6,0,0,0,0,0,0,5,8,8,3,6,9,7
"19849",0,0,0,4,9,0,0,0,0,0,0,0,0,6,9,14,8,5,0,0
"19850",6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,4
"19851",0,4,9,10,7,0,10,0,0,0,0,4,0,11,9,0,0,4,4,0
"19852",0,7,16,9,0,0,5,0,4,7,9,12,10,8,0,0,0,0,0,0
"19853",5,7,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,3,0,10
"19854",0,0,0,0,0,4,7,9,8,0,0,0,0,5,2,0,7,0,0,0
"19855",12,9,13,17,15,11,15,13,12,12,0,0,11,8,7,10,11,8,11,11
"19856",0,0,0,0,4,9,7,12,8,0,0,9,0,5,0,0,0,3,8,15
"19857",0,0,0,0,0,11,0,0,8,0,0,0,7,9,5,0,7,0,9,0
"19858",0,0,9,0,0,0,0,0,0,0,0,5,0,7,11,0,9,7,6,12
"19859",0,0,0,8,9,7,9,0,0,0,6,0,0,0,0,5,4,5,6,0
"19860",9,8,0,0,7,0,0,0,0,0,4,6,9,4,8,0,0,0,0,0
"19861",7,7,7,13,11,0,0,0,0,0,4,4,0,0,0,0,12,10,8,0
"19862",0,0,0,0,8,0,0,0,1,0,5,0,0,0,0,0,0,6,4,11
"19863",0,0,0,0,0,0,0,0,0,0,9,12,8,0,7,5,0,0,7,11
"19864",9,6,0,0,0,0,0,0,0,0,0,8,11,13,15,11,10,9,0,0
"19865",0,0,4,0,8,9,0,6,0,0,11,5,10,0,0,0,0,5,0,8
"19866",0,7,7,10,9,10,4,7,0,0,7,0,0,9,12,7,0,4,4,11
"19867",11,7,11,11,0,0,11,0,0,4,6,0,0,0,6,5,0,0,0,0
"19868",9,2,8,11,0,0,7,0,0,0,0,0,6,5,5,8,6,0,0,0
"19869",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,7
"19870",0,0,0,0,0,0,0,0,0,0,3,8,6,9,15,0,4,3,6,12
"19871",6,0,0,11,12,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"19872",0,9,5,8,0,0,0,8,9,5,0,0,0,0,0,0,0,0,0,9
"19873",0,0,0,10,0,10,12,4,8,9,0,0,0,0,0,0,0,0,0,0
"19874",0,0,0,0,0,0,0,0,0,0,8,5,7,0,0,0,0,0,2,0
"19875",0,0,0,11,0,5,15,0,6,0,11,7,5,0,0,5,7,5,5,0
"19876",4,10,7,0,0,0,0,0,0,16,0,0,8,5,10,6,0,0,0,0
"19877",0,10,18,19,12,13,13,0,0,11,6,11,0,7,9,0,0,0,0,0
"19878",6,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,11,9,13
"19879",0,12,12,11,16,12,7,0,8,8,14,11,9,3,0,0,0,0,0,0
"19880",0,0,0,0,0,0,6,0,9,0,0,4,0,3,11,0,5,6,6,13
"19881",0,0,7,7,0,5,11,11,7,0,0,7,0,0,0,0,0,0,0,0
"19882",7,4,8,0,0,8,0,3,8,13,16,9,13,4,0,0,0,0,2,3
"19883",2,0,11,0,7,0,8,6,0,0,0,6,0,0,4,7,0,8,7,9
"19884",5,3,11,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4
"19885",6,5,12,8,0,0,0,0,11,16,0,11,12,4,7,19,6,13,7,5
"19886",0,0,0,0,0,0,10,0,4,5,9,7,9,4,0,7,0,8,0,0
"19887",0,0,0,0,0,7,7,0,0,0,7,10,15,8,0,13,17,17,6,6
"19888",11,12,11,9,0,0,0,0,5,11,3,9,13,0,8,0,0,0,0,0
"19889",0,0,6,4,0,0,0,0,5,0,2,10,7,7,9,12,14,12,7,9
"19890",7,13,11,10,0,0,0,7,10,9,10,0,3,0,8,0,3,2,0,0
"19891",0,0,10,8,7,0,0,6,0,0,0,0,7,10,8,12,10,13,9,0
"19892",8,12,12,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0
"19893",0,9,8,0,8,9,0,0,0,0,8,4,0,7,16,15,6,0,0,5
"19894",0,0,6,0,11,0,6,5,9,16,5,0,0,0,8,0,6,0,0,9
"19895",0,0,0,0,7,11,6,0,0,8,0,0,8,5,0,0,0,7,5,8
"19896",0,0,0,0,0,4,9,0,0,0,6,10,10,4,4,11,4,0,0,0
"19897",0,8,11,7,0,0,0,0,0,0,7,0,0,0,8,12,0,0,3,3
"19898",0,0,0,0,0,0,0,10,6,9,0,0,0,0,0,0,0,0,0,0
